id,cba_section_id,article_number,article_title,section_number,section_title,question,answer,citation,topic,difficulty,created_at,updated_at
03f4fa17-74ff-4d6e-8e57-83f0e1bdf2ea,38833e77-0de5-4383-a1fb-6d1bdd4e70ea,Article XX,SCHEDULING,Section 7,All-Star.,What restriction is placed on NBA teams that play on the Thursday before the All-Star Game?,"Teams that play a game on the Thursday prior to the All-Star Game are not allowed to play a game on the Tuesday following the All-Star Game. Additionally, these teams cannot conduct a practice session before 2 p.m. (local time) on that Tuesday.","Article XX, Section 7",general,easy,2025-10-15 02:43:15.928561,2025-10-15 02:43:15.928561
040025b6-3aa9-4ccf-8633-ca9f9e21f84a,e9da193a-983f-4465-aafb-38250c66f953,Article VII,"BASKETBALL RELATED INCOME,",11,"(3) Notwithstanding Sections 4(h)(1) and (2) above, if after a",What conditions must a player meet to cooperate with a team's application to exclude their salary due to a career-ending injury or illness?,The player must cooperate by appearing for examination at a reasonably scheduled time and place and must not make any misrepresentation or fail to disclose relevant information during the application process.,"Article VII, Section 11",salary-cap,medium,2025-10-15 06:21:04.687723,2025-10-15 06:21:04.687723
04035a0d-459a-4440-92b3-0b36c91ab3a6,1550c255-95af-4694-ac2d-02af500599fe,Article XX,SCHEDULING,9,Days Off.,Under what travel condition does a calendar day still qualify as a Day Off?,"A calendar day qualifies as a Day Off if the team lands at its destination by 1:00 a.m. local time when departing from a location with the same or later time, or by 2:00 a.m. if the departure location has an earlier time, as per Article XX, Section 9(b).","Article XX, Section 9",general,medium,2025-10-15 16:30:07.186702,2025-10-15 16:30:07.186702
04098f86-75b3-4854-933a-8a86badb6701,01e15dde-756a-4168-8107-633a9a022ad7,Article XXVI,TEAM RULES,3,Grievances Challenging Team Rules.,Can a Grievance Arbitrator's ruling on the unreasonableness of a Team rule be applied retroactively to all players?,"No, a ruling by the Grievance Arbitrator finding a Team rule unreasonable may not be applied retroactively as to any player other than the player on whose behalf the Grievance was filed.","Article XXVI, Section 3",general,medium,2025-10-15 16:34:22.021006,2025-10-15 16:34:22.021006
04267062-93f2-4ba2-8c2b-772fa543790e,3c979b0c-fec2-480e-b798-ad89d62488fe,Article XXIX,MISCELLANEOUS,Section 9,Game Tickets.,What are the restrictions on seat locations for complimentary tickets provided by a team?,Seat locations for complimentary tickets must be in the lower bowl of the arena and cannot be on the floor or in a luxury suite.,"Article XXIX, Section 9",arbitration,medium,2025-10-15 02:48:42.082314,2025-10-15 02:48:42.082314
045bbdba-7583-4265-9df8-ed31292c6682,e26cef5a-cc5b-49e5-bdec-5ce3efd76c48,Article XXXII,SYSTEM ARBITRATION,7,Selection of Appeals Panel.,What are the criteria for attorneys to be included in the list for the Appeals Panel?,"Attorneys on the list must not have represented any professional athletes, agents, labor organizations, sports leagues, teams, or owners within the past five years.","Article XXXII, Section 7",general,easy,2025-10-15 16:38:45.176855,2025-10-15 16:38:45.176855
04788817-21d1-453b-9466-dc68656f9429,3042de1c-f725-4878-ac1e-9413b4eea3ba,Article XVIII,"TRAVEL ACCOMMODATIONS, LOCKER ROOM",4,Parking Facilities.,Under what circumstances must an NBA team provide free parking to its players?,An NBA team must provide free parking to its players in connection with games and practices conducted at the facility regularly used by the team for home games and/or practices.,"Article XVIII, Section 4",general,medium,2025-10-15 16:28:33.645208,2025-10-15 16:28:33.645208
049179d0-4dea-4440-a2ab-9bb1fdfdb1ff,b0381817-eeeb-494d-b0fa-06234bf45ffb,Article IV,BENEFITS,6,Additional Player Benefits.,What benefits does the NBA provide to Two-Way Players?,"Two-Way Players are entitled to workers’ compensation benefits in accordance with applicable statutes, similar to other players in the NBA.","Article IV, Section 6",general,easy,2025-10-15 06:09:16.164528,2025-10-15 06:09:16.164528
049d3f39-5429-4b0e-8d4d-eaccdb8df7bb,7349738d-b104-4189-b7e9-d0733110a565,Article VI,PLAYER CONDUCT,6,Charitable Contributions.,What happens if a Grievance is filed and the Grievance Arbitrator determines the player must pay the fine or suspension-related amount?,"If a Grievance is filed and the Grievance Arbitrator decides the player must pay, the League will remit the collected amount (plus any interest) according to the provisions of Section 6(a) and 6(b).","Article VI, Section 6",general,medium,2025-10-15 16:14:25.824432,2025-10-15 16:14:25.824432
04a3f00a-6259-438a-8f6f-13fdb444f5e1,80137741-06c1-40e9-800c-e0e1770b903e,Article XXII,PLAYER HEALTH AND WELLNESS,9,"Concussion, Cardiac, and Emergency Medical",Define 'Fitness-to-Play Panel' and explain its role.,"A Fitness-to-Play Panel is a group of three physicians, one appointed by the NBA, one by the Players Association, and one jointly, to determine if a player with potentially life-threatening conditions is medically fit to play. The panel reviews relevant medical information and assesses whether playing would pose elevated risks to the player's health.","Article XXII, Section 9",health-safety,hard,2025-10-15 16:32:00.748275,2025-10-15 16:32:00.748275
04aea336-2772-4edd-971c-9e8b6cf3e1f0,32f32d29-ee2e-495a-bae5-406dffb09998,Article XXXVI,PLAYER AGENTS,Section 4,529,Define 'indemnity' as used in the context of the Players Association's agreement.,"Indemnity in this context refers to the Players Association's commitment to compensate and protect the NBA and its Teams from legal claims and associated costs arising from the Player Agents Regulations and related provisions, provided specific conditions are met.","Article Article XXXVI, Section Section 4",player-agents,easy,2025-10-15 05:43:49.454159,2025-10-15 05:43:49.454159
04b1644f-61a2-41f8-94d5-c49f825c2682,6872f44e-58d3-4deb-963e-5bbcfad5b20b,Article VI,PLAYER CONDUCT,9,Firearms and Other Weapons.,What are the restrictions on players possessing firearms or deadly weapons according to the CBA?,"Players are prohibited from possessing firearms or any other deadly weapons when physically present at any facility or venue owned, operated, or being used by a Team, the NBA, or any League-related entity, as well as when traveling on NBA-related business.","Article VI, Section 9",general,easy,2025-10-15 16:15:06.005455,2025-10-15 16:15:06.005455
04c6b4c6-4a5d-4d02-8dcf-c37d747ee372,58c57c39-83af-4dac-8e29-a66e72267957,Article XIV,ANTI-COLLUSION PROVISIONS,5,Enforcement of Anti-Collusion Provisions.,What must the complaining party demonstrate to prove a violation of the anti-collusion provisions?,The complaining party must demonstrate by a clear preponderance of the evidence that the challenged conduct violated Section 1 of the anti-collusion provisions and caused economic injury to the player(s).,"Article XIV, Section 5",general,medium,2025-10-15 06:26:29.687052,2025-10-15 06:26:29.687052
04c7ac68-c78a-44e8-b8b8-3e65ac11bb75,c4be546e-76f6-4bcd-a3bd-790c6e55875d,Article XXXIX,TERM OF AGREEMENT.............................. 542,4,,Define 'National TV Revenues' as it relates to the CBA agreement termination.,National TV Revenues refer to the income generated from broadcasting NBA games on national television networks. These revenues are a significant factor in financial agreements and can affect the terms of the CBA if they fluctuate significantly.,"Article XXXIX, Section 4",general,easy,2025-10-15 16:41:27.821362,2025-10-15 16:41:27.821362
04d2e6a8-8fe2-4ab4-9e94-ffa83e22eb51,64f6a79e-15cc-4609-b46f-561e4f34f411,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,1,Definitions.,"If a player tests positive for a Drug of Abuse, can they still voluntarily enter the Anti-Drug Program?","No, once a player tests positive for a Drug of Abuse or synthetic cannabinoid, they cannot voluntarily enter the Anti-Drug Program. Voluntary entry is only possible if the player communicates the desire to enter the program before any positive or atypical test results are notified to the NBA.","Article XXXIII, Section 1",general,hard,2025-10-15 16:39:12.117196,2025-10-15 16:39:12.117196
04fc2d51-d202-4e79-a4ac-f82c788870c1,0bdcaa14-64d3-40fa-9df3-8c9d24a15aa5,Article XLI,NBA G LEAGUE,1,NBAGL Work Assignments.,"If a player with one Year of Service is assigned to the NBAGL, what list is the player placed on?","Upon assignment to the NBAGL, the player is placed on the NBA Team's Inactive List.","Article XLI, Section 1",general,medium,2025-10-15 16:25:08.719519,2025-10-15 16:25:08.719519
05043723-15c5-4d1a-8dff-37c92cf3c91c,5380fb64-a315-499a-9a97-7db21a1e5e41,Article XXXVII,PLAYER APPEARANCES AND ADDITIONAL CONTENT ACTIVITIES/UNIFORM,Section 2,Additional Content Opportunities for the NBA and,Define 'Designated Distribution Platforms' as mentioned in Section 2(f).,"Designated Distribution Platforms refer to the player's official website, mobile application, and their official handles on Social Media Platforms where the NBA and NBA Teams post content. The NBA provides the list of applicable Social Media Platforms upon request.","Article Article XXXVII, Section Section 2",general,easy,2025-10-15 16:09:18.449251,2025-10-15 16:09:18.449251
050fdaed-2e6d-4bd8-b028-d5ffa0d2d769,6a9bcdf1-3463-4be3-9861-8ef9eec17527,Article XXXIX,TERM OF AGREEMENT.............................. 542,3,,Define 'Termination by Players Association' as described in Section 3 of Article XXXIX.,"Termination by Players Association refers to the right of the Players Association to terminate the agreement if they believe there is a breach, such as collusion or other violations by the teams or league.","Article XXXIX, Section 3",general,easy,2025-10-15 06:41:45.578691,2025-10-15 06:41:45.578691
05703e8e-1e73-47a7-a743-94ab9793a381,7b397327-cb31-45ac-b35e-3f20d447d54e,Article XXXVI,PLAYER AGENTS,7,Agent Rules Compliance.,Define 'Agent Rules Compliance' in the context of the NBPA regulations.,"'Agent Rules Compliance' refers to the procedures and potential penalties the Players Association can enforce on agents who violate NBA agreements, including conducting investigations and imposing fines up to $125,000.","Article XXXVI, Section 7",general,medium,2025-10-15 16:43:24.185697,2025-10-15 16:43:24.185697
0573d271-af67-4052-ad78-9116eddc49a6,9365fa09-e86b-4f4e-a565-eae5fc29981b,Article IX,LENGTH OF PLAYER CONTRACTS,Section 2,Computation of Time.,"A player signs an Extension on May 15, after the Season ends. How many Seasons does this Extension cover?","The Extension would cover the just-completed Season as one full Season, since it was signed after the end of the Season and before the following June 30.","Article IX, Section 2",general,hard,2025-10-15 02:27:08.637221,2025-10-15 02:27:08.637221
0578f6cb-8632-44de-bf50-e0e0d8a6e204,760b688a-2f7b-47ae-983f-f45ffd0492c4,Article XXIX,MISCELLANEOUS,4,Postseason Eligibility Waiver Deadline.,"If a player is waived at 12:01 a.m. on March 2, can they join any team for postseason play?","No, a player waived after 11:59 p.m. eastern time on March 1 is not eligible for postseason play unless they join a team that has an Active List reduced to eight players due to injury or illness.","Article XXIX, Section 4",arbitration,hard,2025-10-15 16:33:12.075273,2025-10-15 16:33:12.075273
058a1acf-4fdd-4136-a1cf-efaf3e7114b7,fabf4a43-b4d9-4c52-89b7-756b7b74c87d,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,6,Random Testing.,What happens if a veteran player tests positive for a SPED during random testing?,"If a veteran player tests positive for a SPED, he will enter the Program and face consequences as outlined in Section 9 or 10, depending on the case.","Article XXXIII, Section 6",general,medium,2025-10-15 16:40:06.943801,2025-10-15 16:40:06.943801
05a0d492-8b37-40d4-bf7d-7fc3753ea3af,0bdcaa14-64d3-40fa-9df3-8c9d24a15aa5,Article XLI,NBA G LEAGUE,1,NBAGL Work Assignments.,Under what conditions can a player with more than two Years of Service be assigned to an NBAGL team?,A player with more than two Years of Service can be assigned to an NBAGL team only if both the player and the Players Association consent to the assignment in writing.,"Article XLI, Section 1",general,medium,2025-10-15 06:27:49.9774,2025-10-15 06:27:49.9774
05a870b0-2e33-4df7-a468-42211244f264,b0f6f03a-9d30-4e0a-863e-45448155b50e,Article XXVIII,MEDIA RIGHTS,2,No Suit.,"What entities are covered by the 'No Suit' clause in Article XXVIII, Section 2 of the CBA?","The 'No Suit' clause covers the NBA, all League-related entities generating BRI, NBA Teams, and their respective owners, officers, directors, employees, agents, and other affiliates in relation to media rights.","Article XXVIII, Section 2",general,easy,2025-10-15 06:36:26.605768,2025-10-15 06:36:26.605768
05afb7c6-4500-4cc3-8f68-c47c0929c293,02b7da0d-b3d2-4df1-a427-c4d471ba7448,Article XXII,PLAYER HEALTH AND WELLNESS,Section 4,Disclosure of Medical Information.,Who can a team physician disclose a player's medical information to without prior approval?,"A team physician can disclose relevant medical information to the General Manager, coaches, and trainers of the team employing the player, as well as to entities from which the team seeks insurance policies. Additionally, disclosure to the media or public is possible under specific conditions outlined in Sections 4(d)-(e).","Article XXII, Section 4",health-safety,easy,2025-10-15 02:45:08.243148,2025-10-15 02:45:08.243148
